 YR   MON  NINO1+2  ANOM   NINO3    ANOM   NINO4    ANOM   NINO3.4  ANOM
2012   1   24.13   -0.58   25.38   -0.42   27.60   -0.75   25.93   -0.77
2012   2   26.32    0.15   26.41   -0.13   27.66   -0.54   26.28   -0.60
2012   3   26.66    0.09   27.29    0.00   27.85   -0.47   26.92   -0.44
2012   4   26.21    0.54   27.68    0.07   28.24   -0.35   27.40   -0.44
2012   5   25.45    0.97   27.39    0.10   28.64   -0.25   27.64   -0.32
2012   6   24.39    1.24   26.89    0.26   28.82   -0.08   27.63   -0.10
2012   7   22.51    0.46   26.34    0.52   28.81   -0.04   27.46    0.15
2012   8   21.53    0.42   25.71    0.48   28.89    0.12   27.25    0.29
2012   9   21.31    0.45   25.57    0.50   29.12    0.33   27.37    0.50
2012  10   20.97   -0.20   25.33    0.21   29.20    0.42   27.28    0.45
2012  11   21.31   -0.53   25.28    0.09   29.12    0.41   27.10    0.33
2012  12   22.40   -0.68   24.90   -0.46   28.73    0.15   26.45   -0.27
2013   1   24.47   -0.25   25.11   -0.69   28.45    0.10   26.15   -0.56
2013   2   25.94   -0.23   26.03   -0.51   28.11   -0.09   26.39   -0.49
2013   3   26.07   -0.50   27.08   -0.21   27.96   -0.36   26.96   -0.40
2013   4   24.63   -1.04   27.43   -0.18   28.41   -0.18   27.70   -0.15
2013   5   23.45   -1.02   26.88   -0.41   28.70   -0.19   27.83   -0.13
2013   6   21.65   -1.50   26.01   -0.62   28.83   -0.06   27.49   -0.24
2013   7   20.63   -1.42   25.35   -0.47   28.71   -0.13   27.10   -0.21
2013   8   20.31   -0.80   24.76   -0.47   28.76    0.00   26.79   -0.17
2013   9   20.28   -0.58   24.75   -0.32   28.81    0.02   26.71   -0.17
2013  10   20.60   -0.57   24.97   -0.15   28.85    0.07   26.67   -0.16
2013  11   21.58   -0.27   25.06   -0.13   28.68   -0.03   26.63   -0.15
2013  12   22.83   -0.25   25.26   -0.10   28.53   -0.04   26.52   -0.20
2014   1   24.71   -0.01   25.43   -0.37   28.15   -0.20   26.12   -0.59
2014   2   25.74   -0.44   25.98   -0.56   28.23    0.03   26.16   -0.72
2014   3   26.26   -0.31   27.09   -0.20   28.44    0.12   26.89   -0.47
2014   4   25.56   -0.11   27.65    0.04   28.91    0.32   27.71   -0.13
2014   5   25.16    0.68   27.67    0.38   29.16    0.28   28.01    0.05
2014   6   24.32    1.17   27.11    0.48   29.05    0.16   27.68   -0.05
2014   7   23.12    1.08   26.30    0.49   29.05    0.20   27.28   -0.03
2014   8   22.03    0.92   25.41    0.18   29.11    0.34   26.90   -0.06
2014   9   21.47    0.61   25.36    0.29   29.24    0.45   27.03    0.15
2014  10   21.66    0.49   25.72    0.61   29.28    0.50   27.25    0.42
2014  11   22.39    0.55   26.03    0.84   29.37    0.66   27.52    0.74
2014  12   23.36    0.27   26.07    0.71   29.33    0.75   27.40    0.67
2015   1   24.68   -0.03   26.25    0.46   29.10    0.75   27.21    0.50
2015   2   25.84   -0.34   26.67    0.13   28.99    0.79   27.23    0.36
2015   3   26.69    0.12   27.51    0.22   29.16    0.84   27.77    0.41
2015   4   26.29    0.61   28.23    0.62   29.61    1.03   28.58    0.73
2015   5   25.68    1.21   28.19    0.90   29.83    0.95   28.82    0.86
2015   6   25.13    1.98   27.87    1.24   29.77    0.87   28.70    0.97
2015   7   24.30    2.26   27.40    1.59   29.58    0.74   28.50    1.19
2015   8   22.83    1.73   27.06    1.83   29.57    0.81   28.47    1.51
2015   9   22.96    2.10   27.12    2.05   29.63    0.85   28.62    1.75
2015  10   23.08    1.91   27.37    2.25   29.73    0.96   28.87    2.04
2015  11   23.87    2.03   27.72    2.53   29.99    1.29   29.14    2.37
2015  12   24.86    1.78   27.83    2.48   29.87    1.30   29.04    2.32
2016   1   26.21    1.49   28.14    2.34   29.46    1.11   28.95    2.24
2016   2   27.30    1.12   28.40    1.85   29.40    1.19   28.89    2.02
2016   3   27.47    0.91   28.79    1.50   29.46    1.14   29.00    1.64
