Volcano Number,Volcano Name,Eruption Number,Start Year,Start Month,Latitude,Longitude
257020,Gaua,15230,1982,4,-14.27,167.5
255060,Kavachi,15170,1982,4,-8.991,157.979
263140,Galunggung,15721,1982,4,-7.25,108.058
290390,Alaid,18889,1982,3,50.861,155.565
341120,"Chichon, El",10610,1982,3,17.36,-93.228
300260,Klyuchevskoy,19463,1982,3,56.056,160.642
333010,Teahitia,10299,1982,3,-17.564,-148.821
261140,Marapi,15470,1982,3,-0.38,100.474
284120,Ioto,18416,1982,3,24.751,141.289
333060,Macdonald,10319,1982,3,-28.98,-140.25
311070,Gareloi,19686,1982,1,51.79,-178.794
344120,Concepcion,11067,1982,1,11.538,-85.622
223020,Nyamuragira,14070,1981,12,-1.408,29.2
211060,Etna,13810,1981,11,37.748,14.999
290390,Alaid,18888,1981,11,50.861,155.565
344040,Telica,10931,1981,11,12.606,-86.84
373080,Krafla,12952,1981,11,65.715,-16.728
241100,Ruapehu,14649,1981,10,-39.28,175.57
312030,Pavlof,20145,1981,9,55.417,-161.894
352020,Guagua Pichincha,11491,1981,8,-0.171,-78.598
353010,Fernandina,11671,1981,8,-0.37,-91.55
257020,Gaua,15229,1981,7,-14.27,167.5
263200,Dieng Volcanic Complex,15787,1981,7,-7.2,109.879
282110,Asosan,17341,1981,6,32.884,131.104
300250,Bezymianny,19360,1981,6,55.972,160.595
290030,Chachadake [Tiatia],18743,1981,6,44.353,146.252
241050,Okataina,14526,1981,5,-38.12,176.5
284170,Pagan,18515,1981,5,18.13,145.8
290390,Alaid,18887,1981,4,50.861,155.565
262000,Krakatau,15615,1981,4,-6.102,105.423
273010,Bulusan,16766,1981,4,12.769,124.056
372070,Hekla,12752,1981,4,63.983,-19.666
312030,Pavlof,20144,1981,3,55.417,-161.894
311290,Okmok,19848,1981,3,53.43,-168.13
211060,Etna,13809,1981,3,37.748,14.999
345040,Poas,11182,1981,3,10.2,-84.233
268040,Gamkonora,16593,1981,3,1.38,127.53
285040,Shikotsu,18633,1981,2,42.688,141.38
257040,Ambrym,15283,1981,2,-16.25,168.12
344040,Telica,10930,1981,2,12.606,-86.84
233020,"Fournaise, Piton de la",14370,1981,2,-21.244,55.708
373080,Krafla,12951,1981,1,65.715,-16.728
211060,Etna,13808,1981,1,37.748,14.999
300260,Klyuchevskoy,19461,1981,1,56.056,160.642
345040,Poas,11181,1980,12,10.2,-84.233
333060,Macdonald,10318,1980,11,-28.98,-140.25
312030,Pavlof,20143,1980,11,55.417,-161.894
264150,Paluweh,16270,1980,11,-8.32,121.708
241100,Ruapehu,14648,1980,10,-39.28,175.57
357091,Callaqui,11997,1980,10,-37.92,-71.45
255060,Kavachi,15168,1980,10,-8.991,157.979
252120,Ulawun,15054,1980,10,-5.05,151.33
282050,Kuchinoerabujima,16979,1980,9,30.443,130.217
282110,Asosan,17340,1980,9,32.884,131.104
234070,Marion Island,14413,1980,9,-46.9,37.75
345040,Poas,11180,1980,9,10.2,-84.233
268060,Gamalama,16667,1980,9,0.8,127.33
300270,Sheveluch,19580,1980,8,56.653,161.36
300250,Bezymianny,19356,1980,8,55.972,160.595
372070,Hekla,12751,1980,8,63.983,-19.666
272020,Kanlaon,16735,1980,8,10.412,123.132
311070,Gareloi,19685,1980,8,51.79,-178.794
211060,Etna,13807,1980,7,37.748,14.999
312030,Pavlof,20142,1980,7,55.417,-161.894
311320,Akutan,20028,1980,7,54.134,-165.986
257020,Gaua,15228,1980,7,-14.27,167.5
357120,Villarrica,12167,1980,6,-39.42,-71.93
300070,Gorely,19024,1980,6,52.559,158.03
263310,Tengger Caldera,16056,1980,6,-7.942,112.95
290270,Ekarma,18832,1980,5,48.958,153.93
257040,Ambrym,15282,1980,5,-16.25,168.12
311310,Makushin,19988,1980,5,53.891,-166.923
300250,Bezymianny,19355,1980,4,55.972,160.595
257050,Lopevi,15314,1980,4,-16.507,168.346
261140,Marapi,15469,1980,3,-0.38,100.474
321050,St. Helens,20557,1980,3,46.2,-122.18
267020,Karangetang,16531,1980,3,2.781,125.407
373080,Krafla,12950,1980,3,65.715,-16.728
262000,Krakatau,15614,1980,3,-6.102,105.423
284120,Ioto,18415,1980,3,24.751,141.289
332010,Kilauea,10116,1980,3,19.421,-155.287
333060,Macdonald,10317,1980,2,-28.98,-140.25
223020,Nyamuragira,14069,1980,1,-1.408,29.2
242050,Monowai,14708,1980,1,-25.887,-177.188
241100,Ruapehu,14647,1980,1,-39.28,175.57
357010,Tupungatito,20561,1980,1,-33.425,-69.797
273010,Bulusan,16765,1979,12,12.769,124.056
332010,Kilauea,10115,1979,11,19.421,-155.287
353050,"Negra, Sierra",11712,1979,11,-0.83,-91.17
283040,Ontakesan,17457,1979,10,35.893,137.48
357110,Llaima,12065,1979,10,-38.692,-71.729
333060,Macdonald,10316,1979,9,-28.98,-140.25
300250,Bezymianny,19354,1979,9,55.972,160.595
345040,Poas,11179,1979,9,10.2,-84.233
211060,Etna,13806,1979,7,37.748,14.999
262000,Krakatau,15613,1979,7,-6.102,105.423
211060,Etna,13805,1979,7,37.748,14.999
257050,Lopevi,15313,1979,7,-16.507,168.346
257060,Epi,15095,1979,7,-16.68,168.37
261030,Peuet Sague,15392,1979,7,4.914,96.329
241100,Ruapehu,14646,1979,6,-39.28,175.57
257040,Ambrym,15281,1979,6,-16.25,168.12
282110,Asosan,17339,1979,6,32.884,131.104
267020,Karangetang,16530,1979,5,2.781,125.407
233020,"Fournaise, Piton de la",14369,1979,5,-21.244,55.708
243102,Curacoa,14776,1979,5,-15.62,-173.67
243070,Metis Shoal,14765,1979,5,-19.18,-174.87
290260,Chirinkotan,18828,1979,4,48.98,153.48
357140,Carr‡n-Los Venados,12189,1979,4,-40.35,-72.07
360150,Soufriere St. Vincent,12455,1979,4,13.33,-61.18
358059,Arenales,12300,1979,3,-47.2,-73.48
358060,Lautaro,12322,1979,3,-49.02,-73.55
263200,Dieng Volcanic Complex,15786,1979,2,-7.2,109.879
282090,Kirishimayama,17161,1979,2,31.934,130.862
242050,Monowai,14707,1979,2,-25.887,-177.188
311360,Shishaldin,20088,1979,2,54.756,-163.97
300250,Bezymianny,19353,1979,2,55.972,160.595
353060,"Azul, Cerro",11728,1979,1,-0.92,-91.408
257040,Ambrym,15280,1979,1,-16.25,168.12
251030,Karkar,14948,1979,1,-4.649,145.964
285040,Shikotsu,18632,1978,12,42.688,141.38
284120,Ioto,18414,1978,12,24.751,141.289
257050,Lopevi,15312,1978,11,-16.507,168.346
221126,Ardoukoba,13946,1978,11,11.58,42.47
311320,Akutan,20027,1978,9,54.134,-165.986
345040,Poas,11178,1978,9,10.2,-84.233
300250,Bezymianny,19352,1978,9,55.972,160.595
353010,Fernandina,11670,1978,8,-0.37,-91.55
273010,Bulusan,16764,1978,7,12.769,124.056
290030,Chachadake [Tiatia],18742,1978,7,44.353,146.252
262000,Krakatau,15612,1978,7,-6.102,105.423
272020,Kanlaon,16734,1978,6,10.412,123.132
255060,Kavachi,15167,1978,6,-8.991,157.979
358060,Lautaro,12321,1978,6,-49.02,-73.55
285040,Shikotsu,18631,1978,5,42.688,141.38
252120,Ulawun,15053,1978,5,-5.05,151.33
211060,Etna,13804,1978,4,37.748,14.999
344120,Concepcion,11066,1978,3,11.538,-85.622
273030,Mayon,16805,1978,3,13.257,123.685
241050,Okataina,14525,1978,2,-38.12,176.5
267020,Karangetang,16529,1978,2,2.781,125.407
242050,Monowai,14706,1978,2,-25.887,-177.188
311360,Shishaldin,20087,1978,2,54.756,-163.97
311340,Westdahl,20044,1978,2,54.516,-164.65
263340,Raung,16145,1978,1,-8.119,114.056
274020,Didicas,16878,1978,1,19.077,122.202
345040,Poas,11177,1977,12,10.2,-84.233
341040,Colima,10460,1977,12,19.514,-103.62
333060,Macdonald,10315,1977,12,-28.98,-140.25
283180,Azumayama,17937,1977,12,37.735,140.244
266110,Mahawu,16470,1977,11,1.352,124.865
360160,Kick 'em Jenny,12465,1977,11,12.3,-61.64
233020,"Fournaise, Piton de la",14368,1977,10,-21.244,55.708
242050,Monowai,14705,1977,10,-25.887,-177.188
344020,San Cristobal,10883,1977,10,12.702,-87.004
273070,Taal,16860,1977,10,14.002,120.993
332010,Kilauea,10114,1977,9,19.421,-155.287
342090,Fuego,10730,1977,9,14.473,-90.88
257040,Ambrym,15279,1977,8,-16.25,168.12
285030,Toya,18601,1977,8,42.544,140.839
300260,Klyuchevskoy,19460,1977,8,56.056,160.642
255060,Kavachi,15166,1977,7,-8.991,157.979
241100,Ruapehu,14645,1977,7,-39.28,175.57
241080,Tongariro,14605,1977,7,-39.157,175.632
263340,Raung,16144,1977,6,-8.119,114.056
345040,Poas,11176,1977,5,10.2,-84.233
373080,Krafla,12949,1977,4,65.715,-16.728
242050,Monowai,14704,1977,4,-25.887,-177.188
257020,Gaua,15227,1977,4,-14.27,167.5
282110,Asosan,17338,1977,4,32.884,131.104
233010,Karthala,14203,1977,4,-11.75,43.38
344120,Concepcion,11065,1977,4,11.538,-85.622
312131,Ukinrek Maars,20206,1977,3,57.832,-156.51
300250,Bezymianny,19351,1977,3,55.972,160.595
233020,"Fournaise, Piton de la",14367,1977,3,-21.244,55.708
353010,Fernandina,11669,1977,3,-0.37,-91.55
351060,Purace,11339,1977,3,2.32,-76.4
311180,Seguam,19780,1977,3,52.315,-172.51
342090,Fuego,10729,1977,3,14.473,-90.88
345060,Irazu,11231,1977,3,9.979,-83.852
255060,Kavachi,15165,1977,2,-8.991,157.979
357120,Villarrica,12166,1977,1,-39.42,-71.93
257040,Ambrym,15278,1977,1,-16.25,168.12
360160,Kick 'em Jenny,12464,1977,1,12.3,-61.64
223030,Nyiragongo,14101,1977,1,-1.52,29.25
223020,Nyamuragira,14068,1976,12,-1.408,29.2
241040,White Island,14487,1976,12,-37.52,177.18
343100,San Miguel,10862,1976,12,13.434,-88.269
344040,Telica,10929,1976,11,12.606,-86.84
233020,"Fournaise, Piton de la",14366,1976,11,-21.244,55.708
311320,Akutan,20025,1976,10,54.134,-165.986
290240,Sarychev Peak,18816,1976,9,48.092,153.2
267020,Karangetang,16528,1976,9,2.781,125.407
241100,Ruapehu,14644,1976,9,-39.28,175.57
273070,Taal,16859,1976,9,14.002,120.993
344020,San Cristobal,10882,1976,8,12.702,-87.004
255060,Kavachi,15164,1976,8,-8.991,157.979
241080,Tongariro,14604,1976,8,-39.157,175.632
360060,Soufriere Guadeloupe,12368,1976,7,16.044,-61.664
345040,Poas,11175,1976,6,10.2,-84.233
263340,Raung,16143,1976,6,-8.119,114.056
257050,Lopevi,15311,1976,5,-16.507,168.346
282050,Kuchinoerabujima,16978,1976,4,30.443,130.217
300250,Bezymianny,19350,1976,3,55.972,160.595
344020,San Cristobal,10881,1976,3,12.702,-87.004
241100,Ruapehu,14643,1976,3,-39.28,175.57
283120,Kusatsu-Shiranesan,17842,1976,3,36.618,138.528
313010,Augustine,20272,1976,1,59.363,-153.43
311360,Shishaldin,20086,1976,1,54.756,-163.97
284120,Ioto,18413,1976,1,24.751,141.289
257020,Gaua,15226,1976,1,-14.27,167.5
352010,Reventador,11445,1976,1,-0.077,-77.656
251050,Long Island,14964,1976,1,-5.358,147.12
331021,Axial Seamount,20922,1976,1,45.95,-130
373080,Krafla,12948,1975,12,65.715,-16.728
341040,Colima,10469,1975,12,19.514,-103.62
332010,Kilauea,10113,1975,11,19.421,-155.287
266100,Lokon-Empung,16455,1975,11,1.358,124.792
233020,"Fournaise, Piton de la",14365,1975,11,-21.244,55.708
241100,Ruapehu,14642,1975,10,-39.28,175.57
282110,Asosan,17337,1975,10,32.884,131.104
284090,Izu-Torishima,18371,1975,10,30.484,140.303
311360,Shishaldin,20085,1975,9,54.756,-163.97
312030,Pavlof,20141,1975,9,55.417,-161.894
284131,Minami-Hiyoshi,18424,1975,8,23.5,141.935
255060,Kavachi,15163,1975,8,-8.991,157.979
332020,Mauna Loa,10225,1975,7,19.475,-155.608
390070,Southern Thule,13201,1975,7,-59.442,-27.225
300240,Tolbachik,19323,1975,6,55.832,160.326
342090,Fuego,10728,1975,5,14.473,-90.88
344040,Telica,10928,1975,5,12.606,-86.84
241100,Ruapehu,14641,1975,4,-39.28,175.57
262000,Krakatau,15611,1975,3,-6.102,105.423
263340,Raung,16142,1975,3,-8.119,114.056
257050,Lopevi,15310,1975,3,-16.507,168.346
211060,Etna,13803,1975,2,37.748,14.999
241080,Tongariro,14603,1975,2,-39.157,175.632
261140,Marapi,15468,1975,1,-0.38,100.474
332010,Kilauea,10112,1974,12,19.421,-155.287
251030,Karkar,14947,1974,12,-4.649,145.964
284130,Fukutoku-Oka-no-Ba,17598,1974,12,24.285,141.481
255060,Kavachi,15162,1974,11,-8.991,157.979
251070,Ritter Island,14974,1974,10,-5.519,148.115
342090,Fuego,10727,1974,10,14.473,-90.88
211060,Etna,13801,1974,9,37.748,14.999
332010,Kilauea,10111,1974,9,19.421,-155.287
345040,Poas,11174,1974,9,10.2,-84.233
241040,White Island,14486,1974,9,-37.52,177.18
360160,Kick 'em Jenny,12463,1974,9,12.3,-61.64
312030,Pavlof,20140,1974,9,55.417,-161.894
283090,Niigata-Yakeyama,17546,1974,7,36.921,138.036
332010,Kilauea,10110,1974,7,19.421,-155.287
312160,Trident,20236,1974,7,58.236,-155.1
351080,Galeras,11371,1974,7,1.22,-77.37
263340,Raung,16141,1974,6,-8.119,114.056
282050,Kuchinoerabujima,16977,1974,6,30.443,130.217
300260,Klyuchevskoy,19459,1974,4,56.056,160.642
312030,Pavlof,20139,1974,3,55.417,-161.894
264010,Batur,16202,1974,3,-8.242,115.375
251020,Manam,14927,1974,3,-4.08,145.037
283220,Chokaisan,18034,1974,3,39.099,140.049
284010,Izu-Oshima,18241,1974,2,34.724,139.394
261230,Dempo,15572,1974,2,-4.016,103.121
311120,Great Sitkin,19739,1974,2,52.076,-176.13
251030,Karkar,14946,1974,2,-4.649,145.964
311320,Akutan,20024,1974,2,54.134,-165.986
257070,Kuwae,15347,1974,2,-16.829,168.536
211060,Etna,13800,1974,1,37.748,14.999
257050,Lopevi,15309,1974,1,-16.507,168.346
344120,Concepcion,11064,1973,12,11.538,-85.622
284130,Fukutoku-Oka-no-Ba,17597,1973,12,24.285,141.481
353010,Fernandina,11668,1973,12,-0.37,-91.55
264250,Iliwerung,16346,1973,12,-8.53,123.57
352010,Reventador,11444,1973,11,-0.077,-77.656
312030,Pavlof,20138,1973,11,55.417,-161.894
332010,Kilauea,10109,1973,11,19.421,-155.287
282050,Kuchinoerabujima,16976,1973,11,30.443,130.217
241100,Ruapehu,14640,1973,10,-39.28,175.57
264150,Paluweh,16269,1973,10,-8.32,121.708
241130,Rumble III,14674,1973,10,-35.745,178.478
257020,Gaua,15225,1973,10,-14.27,167.5
252120,Ulawun,15052,1973,10,-5.05,151.33
284133,Fukujin,18434,1973,9,21.93,143.47
266100,Lokon-Empung,16454,1973,9,1.358,124.792
311161,Korovin,19757,1973,8,52.381,-174.166
263180,Slamet,13404,1973,8,-7.242,109.208
290360,Chikurachki,18853,1973,8,50.324,155.461
290120,Kolokol Group,18774,1973,7,46.042,150.083
261140,Marapi,15467,1973,7,-0.38,100.474
357070,"Chillan, Nevados de",11991,1973,7,-36.868,-71.378
290030,Chachadake [Tiatia],18740,1973,7,44.353,146.252
243102,Curacoa,14775,1973,7,-15.62,-173.67
244000,Vailulu'u,14801,1973,7,-14.215,-169.058
290070,Etorofu-Yakeyama [Grozny Group],18753,1973,5,45.012,147.871
263340,Raung,16140,1973,5,-8.119,114.056
233020,"Fournaise, Piton de la",14364,1973,5,-21.244,55.708
332010,Kilauea,10108,1973,5,19.421,-155.287
251050,Long Island,14963,1973,4,-5.358,147.12
264220,Iliboleng,16321,1973,4,-8.342,123.258
257040,Ambrym,15277,1973,4,-16.25,168.12
284096,Nishinoshima,18358,1973,4,27.247,140.874
311320,Akutan,20023,1973,3,54.134,-165.986
252010,Langila,14997,1973,2,-5.525,148.42
342090,Fuego,10726,1973,2,14.473,-90.88
241050,Okataina,14524,1973,2,-38.12,176.5
283110,Asamayama,17804,1973,2,36.406,138.523
261230,Dempo,15571,1973,1,-4.016,103.121
372010,Vestmannaeyjar,12558,1973,1,63.416,-20.266
282110,Asosan,17336,1973,1,32.884,131.104
290070,Etorofu-Yakeyama [Grozny Group],18752,1973,1,45.012,147.871
376010,Jan Mayen,12971,1973,1,71.087,-8.146
266030,Soputan,16427,1973,1,1.112,124.737
390020,Erebus,13162,1972,12,-77.53,167.17
241080,Tongariro,14602,1972,11,-39.157,175.632
342080,Acatenango,10655,1972,11,14.501,-90.876
255060,Kavachi,15161,1972,10,-8.991,157.979
241100,Ruapehu,14639,1972,10,-39.28,175.57
264150,Paluweh,16268,1972,10,-8.32,121.708
251070,Ritter Island,14973,1972,10,-5.519,148.115
263250,Merapi,15916,1972,10,-7.54,110.446
233010,Karthala,14202,1972,9,-11.75,43.38
282050,Kuchinoerabujima,16975,1972,9,30.443,130.217
358020,Calbuco,12263,1972,8,-41.33,-72.618
352010,Reventador,11443,1972,7,-0.077,-77.656
360160,Kick 'em Jenny,12462,1972,7,12.3,-61.64
333020,Rocard,10304,1972,7,-17.662,-148.586
255020,Bagana,15138,1972,7,-6.137,155.196
358060,Lautaro,12320,1972,7,-49.02,-73.55
334070,Galapagos Rift,10347,1972,6,0.792,-86.15
290390,Alaid,18885,1972,6,50.861,155.565
262000,Krakatau,15610,1972,6,-6.102,105.423
233020,"Fournaise, Piton de la",14363,1972,6,-21.244,55.708
353010,Fernandina,11667,1972,6,-0.37,-91.55
290160,Unnamed,18786,1972,4,46.47,151.28
257040,Ambrym,15276,1972,4,-16.25,168.12
241080,Tongariro,14601,1972,3,-39.157,175.632
345040,Poas,11173,1972,2,10.2,-84.233
263310,Tengger Caldera,16055,1972,1,-7.942,112.95
264010,Batur,16200,1972,1,-8.242,115.375
267020,Karangetang,16527,1972,1,2.781,125.407
250030,Central Bismarck Sea,14860,1972,1,-3.03,147.78
390020,Erebus,13161,1972,1,-77.53,167.17
357110,Llaima,12064,1971,12,-38.692,-71.729
300260,Klyuchevskoy,19458,1971,11,56.056,160.642
263210,Sundoro,15804,1971,10,-7.3,109.992
357120,Villarrica,12165,1971,10,-39.42,-71.93
383010,La Palma,13058,1971,10,28.57,-17.83
313010,Augustine,20271,1971,10,59.363,-153.43
360150,Soufriere St. Vincent,12454,1971,10,13.33,-61.18
332010,Kilauea,10107,1971,9,19.421,-155.287
211060,Etna,13799,1971,9,37.748,14.999
342090,Fuego,10725,1971,9,14.473,-90.88
263340,Raung,16139,1971,9,-8.119,114.056
256010,Tinakula,15201,1971,9,-10.386,165.804
333020,Rocard,10256,1971,9,-17.662,-148.586
332010,Kilauea,10106,1971,8,19.421,-155.287
358057,"Hudson, Cerro",12298,1971,8,-45.9,-72.97
282090,Kirishimayama,17160,1971,8,31.934,130.862
241040,White Island,14485,1971,7,-37.52,177.18
312110,Chiginagak,20198,1971,7,57.135,-156.99
300260,Klyuchevskoy,19457,1971,6,56.056,160.642
266030,Soputan,16426,1971,5,1.112,124.737
257020,Gaua,15224,1971,5,-14.27,167.5
266100,Lokon-Empung,16453,1971,5,1.358,124.792
344020,San Cristobal,10880,1971,5,12.702,-87.004
241040,White Island,14484,1971,4,-37.52,177.18
211060,Etna,13798,1971,4,37.748,14.999
284010,Izu-Oshima,18240,1971,4,34.724,139.394
241100,Ruapehu,14638,1971,4,-39.28,175.57
223020,Nyamuragira,14067,1971,3,-1.408,29.2
300250,Bezymianny,19349,1971,3,55.972,160.595
264010,Batur,16199,1971,3,-8.242,115.375
257070,Kuwae,15344,1971,2,-16.829,168.536
257040,Ambrym,15275,1971,2,-16.25,168.12
344070,"Negro, Cerro",10964,1971,2,12.506,-86.702
252010,Langila,14996,1971,1,-5.525,148.42
264180,Lewotobi,16296,1971,1,-8.542,122.775
267020,Karangetang,16526,1970,11,2.781,125.407
273070,Taal,16858,1970,11,14.002,120.993
283230,Akita-Komagatake,18053,1970,9,39.761,140.799
376010,Jan Mayen,12970,1970,9,71.087,-8.146
300240,Tolbachik,19321,1970,9,55.832,160.326
241100,Ruapehu,14637,1970,9,-39.28,175.57
345020,Rincon de la Vieja,11098,1970,8,10.83,-85.324
390030,Deception Island,13195,1970,8,-63.001,-60.652
261140,Marapi,15466,1970,7,-0.38,100.474
345040,Poas,11172,1970,7,10.2,-84.233
264180,Lewotobi,16295,1970,7,-8.542,122.775
264270,Sirung,16364,1970,7,-8.508,124.13
261120,Sorikmarapi,15413,1970,7,0.686,99.539
241130,Rumble III,14673,1970,7,-35.745,178.478
290070,Etorofu-Yakeyama [Grozny Group],18751,1970,7,45.012,147.871
284010,Izu-Oshima,18239,1970,6,34.724,139.394
241040,White Island,14483,1970,6,-37.52,177.18
333030,Moua Pihaa,10306,1970,6,-18.325,-148.525
272020,Kanlaon,16733,1970,6,10.412,123.132
300260,Klyuchevskoy,19456,1970,5,56.056,160.642
255020,Bagana,15137,1970,5,-6.137,155.196
252010,Langila,14995,1970,5,-5.525,148.42
300130,Karymsky,19184,1970,5,54.049,159.443
257050,Lopevi,15308,1970,5,-16.507,168.346
372070,Hekla,12750,1970,5,63.983,-19.666
282110,Asosan,17335,1970,4,32.884,131.104
343100,San Miguel,10861,1970,3,13.434,-88.269
290120,Kolokol Group,18773,1970,2,46.042,150.083
266030,Soputan,13598,1970,2,1.112,124.737
284070,Myojinsho,18323,1970,1,31.888,139.918
284010,Izu-Oshima,18238,1970,1,34.724,139.394
300240,Tolbachik,19320,1970,1,55.832,160.326
252120,Ulawun,15051,1970,1,-5.05,151.33
264010,Batur,16198,1970,1,-8.242,115.375
344070,"Negro, Cerro",10963,1969,12,12.506,-86.702
284120,Ioto,18411,1969,12,24.751,141.289
266100,Lokon-Empung,16452,1969,11,1.358,124.792
273070,Taal,16857,1969,10,14.002,120.993
255060,Kavachi,15160,1969,10,-8.991,157.979
272020,Kanlaon,16732,1969,10,10.412,123.132
252010,Langila,14994,1969,9,-5.525,148.42
257020,Gaua,15223,1969,9,-14.27,167.5
345020,Rincon de la Vieja,11078,1969,9,10.83,-85.324
300260,Klyuchevskoy,19455,1969,9,56.056,160.642
311020,Kiska,19665,1969,9,52.103,177.602
241040,White Island,14482,1969,8,-37.52,177.18
263090,Tangkubanparahu,15682,1969,7,-6.77,107.6
261170,Kerinci,15519,1969,7,-1.697,101.264
263180,Slamet,13403,1969,6,-7.242,109.208
241100,Ruapehu,14636,1969,6,-39.28,175.57
354020,Ubinas,11790,1969,6,-16.355,-70.903
332010,Kilauea,10105,1969,5,19.421,-155.287
355100,Lascar,11860,1969,5,-23.37,-67.73
345040,Poas,11171,1969,5,10.2,-84.233
345020,Rincon de la Vieja,11097,1969,4,10.83,-85.324
333030,Moua Pihaa,10305,1969,4,-18.325,-148.525
274020,Didicas,16877,1969,3,19.077,122.202
284142,Supply Reef,18475,1969,3,20.13,145.1
264100,Ebulobo,13704,1969,2,-8.82,121.18
332010,Kilauea,10104,1969,2,19.421,-155.287
390030,Deception Island,13194,1969,2,-63.001,-60.652
290380,Ebeko,18872,1969,2,50.686,156.014
344040,Telica,10927,1969,2,12.606,-86.84
264110,Iya,16259,1969,1,-8.897,121.645
241080,Tongariro,14600,1969,1,-39.157,175.632
284010,Izu-Oshima,18237,1969,1,34.724,139.394
284120,Ioto,18410,1969,1,24.751,141.289
282050,Kuchinoerabujima,16974,1968,12,30.443,130.217
264180,Lewotobi,16294,1968,11,-8.542,122.775
312160,Trident,20092,1968,11,58.236,-155.1
344070,"Negro, Cerro",10962,1968,10,12.506,-86.702
332010,Kilauea,10103,1968,10,19.421,-155.287
284133,Fukujin,18094,1968,9,21.93,143.47
261160,Talang,15492,1968,9,-0.979,100.681
332010,Kilauea,10102,1968,8,19.421,-155.287
241080,Tongariro,14599,1968,8,-39.157,175.632
255020,Bagana,15136,1968,8,-6.137,155.196
345033,Arenal,11134,1968,7,10.463,-84.703
284010,Izu-Oshima,18236,1968,7,34.724,139.394
282020,Io-Torishima,16920,1968,7,27.881,128.223
266030,Soputan,13597,1968,7,1.112,124.737
300260,Klyuchevskoy,19454,1968,7,56.056,160.642
300240,Tolbachik,19319,1968,7,55.832,160.326
257020,Gaua,15222,1968,7,-14.27,167.5
345040,Poas,11170,1968,7,10.2,-84.233
357010,Tupungatito,14112,1968,7,-33.425,-69.797
353010,Fernandina,11666,1968,6,-0.37,-91.55
264140,Kelimutu,16263,1968,6,-8.77,121.82
373050,Kverkfjoll,12903,1968,5,64.653,-16.647
353010,Fernandina,11665,1968,5,-0.37,-91.55
265060,Nila,16382,1968,5,-6.73,129.5
273030,Mayon,16803,1968,4,13.257,123.685
241100,Ruapehu,14635,1968,4,-39.28,175.57
251050,Long Island,14962,1968,3,-5.358,147.12
290070,Etorofu-Yakeyama [Grozny Group],18750,1968,2,45.012,147.871
261170,Kerinci,15518,1968,2,-1.697,101.264
273070,Taal,16856,1968,1,14.002,120.993
241040,White Island,14481,1968,1,-37.52,177.18
264010,Batur,16197,1968,1,-8.242,115.375
284010,Izu-Oshima,18235,1968,1,34.724,139.394
261160,Talang,15491,1968,1,-0.979,100.681
211060,Etna,13797,1968,1,37.748,14.999
284120,Ioto,18409,1967,12,24.751,141.289
243070,Metis Shoal,14764,1967,12,-19.18,-174.87
263280,Kelut,15424,1967,12,-7.93,112.308
313030,Redoubt,20389,1967,12,60.485,-152.742
390030,Deception Island,13193,1967,12,-63.001,-60.652
267020,Karangetang,16525,1967,11,2.781,125.407
282020,Io-Torishima,16919,1967,11,27.881,128.223
300130,Karymsky,19183,1967,11,54.049,159.443
332010,Kilauea,10101,1967,11,19.421,-155.287
261170,Kerinci,15517,1967,11,-1.697,101.264
300240,Tolbachik,19318,1967,10,55.832,160.326
261160,Talang,15490,1967,10,-0.979,100.681
290360,Chikurachki,18852,1967,9,50.324,155.461
312160,Trident,20235,1967,9,58.236,-155.1
263300,Semeru,16007,1967,8,-8.108,112.922
273070,Taal,16855,1967,8,14.002,120.993
357060,"Azul, Cerro",11960,1967,8,-35.653,-70.761
241100,Ruapehu,14634,1967,7,-39.28,175.57
257020,Gaua,15221,1967,7,-14.27,167.5
257040,Ambrym,15274,1967,7,-16.25,168.12
263090,Tangkubanparahu,15681,1967,7,-6.77,107.6
222120,"Lengai, Ol Doinyo",14020,1967,7,-2.764,35.914
221080,Erta Ale,13935,1967,7,13.6,40.67
264040,Tambora,16234,1967,7,-8.25,118
300260,Klyuchevskoy,19453,1967,7,56.056,160.642
333060,Macdonald,10314,1967,5,-28.98,-140.25
284010,Izu-Oshima,18234,1967,5,34.724,139.394
282110,Asosan,17334,1967,5,32.884,131.104
263180,Slamet,13402,1967,5,-7.242,109.208
223020,Nyamuragira,14066,1967,4,-1.408,29.2
342090,Fuego,10724,1967,4,14.473,-90.88
261140,Marapi,15464,1967,4,-0.38,100.474
284140,Farallon de Pajaros,18494,1967,3,20.546,144.893
300240,Tolbachik,19317,1967,3,55.832,160.326
263280,Kelut,15423,1967,2,-7.93,112.308
311360,Shishaldin,20084,1967,1,54.756,-163.97
257050,Lopevi,15307,1967,1,-16.507,168.346
252120,Ulawun,15050,1967,1,-5.05,151.33
252010,Langila,14993,1967,1,-5.525,148.42
290380,Ebeko,18871,1967,1,50.686,156.014
263250,Merapi,15914,1967,1,-7.54,110.446
343100,San Miguel,10860,1967,1,13.434,-88.269
345040,Poas,11169,1967,1,10.2,-84.233
282050,Kuchinoerabujima,16973,1966,11,30.443,130.217
241040,White Island,14480,1966,11,-37.52,177.18
345020,Rincon de la Vieja,11096,1966,11,10.83,-85.324
343030,Izalco,10821,1966,10,13.813,-89.633
313030,Redoubt,20388,1966,10,60.485,-152.742
266100,Lokon-Empung,16451,1966,9,1.358,124.792
