Volcano Number,Volcano Name,Eruption Number,Start Year,Start Month,Latitude,Longitude
373010,Grimsvotn,12830,1938,5,64.416,-17.316
283110,Asamayama,17791,1938,3,36.406,138.523
282030,Suwanosejima,16932,1938,3,29.638,129.714
300100,Avachinsky,19100,1938,3,53.256,158.836
282080,Aira,17079,1938,2,31.593,130.657
355070,San Pedro-San Pablo,11839,1938,2,-21.888,-68.391
263050,Salak,13394,1938,1,-6.72,106.73
223020,Nyamuragira,14056,1938,1,-1.408,29.2
261170,Kerinci,15511,1938,1,-1.697,101.264
283120,Kusatsu-Shiranesan,17835,1937,11,36.618,138.528
311210,Yunaska,19796,1937,11,52.643,-170.629
344040,Telica,10914,1937,11,12.606,-86.84
263340,Raung,16013,1937,10,-8.119,114.056
261170,Kerinci,15510,1937,9,-1.697,101.264
255020,Bagana,15122,1937,9,-6.137,155.196
233020,"Fournaise, Piton de la",14334,1937,8,-21.244,55.708
262000,Krakatau,15595,1937,8,-6.102,105.423
284010,Izu-Oshima,18219,1937,7,34.724,139.394
263170,Cereme,15728,1937,6,-6.892,108.4
357130,Mocho-Choshuenco,12186,1937,6,-39.927,-72.027
354020,Ubinas,11631,1937,6,-16.355,-70.903
252140,Rabaul,15090,1937,5,-4.271,152.203
282110,Asosan,17310,1937,5,32.884,131.104
300260,Klyuchevskoy,19437,1937,4,56.056,160.642
357040,Planchon-Peteroa,11939,1937,4,-35.223,-70.568
257040,Ambrym,15259,1937,3,-16.25,168.12
285020,Hokkaido-Komagatake,18578,1937,3,42.063,140.677
353010,Fernandina,11662,1937,3,-0.37,-91.55
357110,Llaima,12053,1937,2,-38.692,-71.729
282110,Asosan,17309,1937,1,32.884,131.104
241080,Tongariro,14582,1937,1,-39.157,175.632
390080,Bristol Island,13208,1936,12,-59.017,-26.533
261230,Dempo,15566,1936,11,-4.016,103.121
285040,Shikotsu,17615,1936,11,42.688,141.38
263350,Ijen,16171,1936,11,-8.058,114.242
263040,Perbakti-Gagak,15639,1936,10,-6.75,106.7
262000,Krakatau,15594,1936,10,-6.102,105.423
233020,"Fournaise, Piton de la",14333,1936,9,-21.244,55.708
251020,Manam,14915,1936,9,-4.08,145.037
261170,Kerinci,15509,1936,8,-1.697,101.264
352010,Reventador,11438,1936,8,-0.077,-77.656
263340,Raung,13686,1936,8,-8.119,114.056
300240,Tolbachik,19301,1936,8,55.832,160.326
282110,Asosan,17308,1936,8,32.884,131.104
351110,Chiles-Cerro Negro,11388,1936,7,0.817,-77.938
243050,Fonuafo'ou,14742,1936,6,-20.32,-175.42
241100,Ruapehu,14620,1936,5,-39.28,175.57
261170,Kerinci,15508,1936,4,-1.697,101.264
285040,Shikotsu,17614,1936,4,42.688,141.38
284140,Farallon de Pajaros,18487,1936,4,20.546,144.893
351080,Galeras,11367,1936,2,1.22,-77.37
282110,Asosan,17307,1936,2,32.884,131.104
390080,Bristol Island,13207,1935,12,-59.017,-26.533
243110,Niuafo'ou,14793,1935,12,-15.6,-175.63
357120,Villarrica,12152,1935,12,-39.42,-71.93
264180,Lewotobi,16292,1935,12,-8.542,122.775
285090,Shiretoko-Iozan,18732,1935,12,44.133,145.161
332020,Mauna Loa,10220,1935,11,19.475,-155.608
282080,Aira,17078,1935,9,31.593,130.657
283070,Yakedake,17521,1935,9,36.227,137.587
257040,Ambrym,15258,1935,9,-16.25,168.12
267020,Karangetang,16511,1935,8,2.781,125.407
211060,Etna,13519,1935,7,37.748,14.999
357070,"Chillan, Nevados de",11986,1935,7,-36.868,-71.378
263310,Tengger Caldera,15530,1935,7,-7.942,112.95
263040,Perbakti-Gagak,15638,1935,5,-6.75,106.7
284010,Izu-Oshima,18218,1935,4,34.724,139.394
300260,Klyuchevskoy,19436,1935,4,56.056,160.642
313010,Augustine,20269,1935,3,59.363,-153.43
263050,Salak,15646,1935,2,-6.72,106.73
344120,Concepcion,11056,1935,2,11.538,-85.622
353020,Wolf,11685,1935,2,0.02,-91.35
282110,Asosan,17306,1935,1,32.884,131.104
262000,Krakatau,15593,1935,1,-6.102,105.423
373010,Grimsvotn,12829,1934,12,64.416,-17.316
241100,Ruapehu,14619,1934,12,-39.28,175.57
241080,Tongariro,14581,1934,12,-39.157,175.632
283110,Asamayama,17790,1934,11,36.406,138.523
300130,Karymsky,19169,1934,11,54.049,159.443
290380,Ebeko,18868,1934,10,50.686,156.014
282060,Kikai,16995,1934,9,30.793,130.305
332010,Kilauea,10087,1934,9,19.421,-155.287
241100,Ruapehu,14618,1934,8,-39.28,175.57
352090,Sangay,11648,1934,8,-2.005,-78.341
282110,Asosan,17305,1934,7,32.884,131.104
284140,Farallon de Pajaros,18486,1934,7,20.546,144.893
264270,Sirung,16357,1934,6,-8.508,124.13
241080,Tongariro,14580,1934,6,-39.157,175.632
283110,Asamayama,17789,1934,6,36.406,138.523
284070,Myojinsho,18314,1934,5,31.888,139.918
284010,Izu-Oshima,18216,1934,4,34.724,139.394
373010,Grimsvotn,12828,1934,3,64.416,-17.316
357150,Puyehue-Cordon Caulle,12214,1934,3,-40.59,-72.117
211040,Stromboli,13435,1934,2,38.789,15.213
261230,Dempo,15565,1934,1,-4.016,103.121
357070,"Chillan, Nevados de",11985,1934,1,-36.868,-71.378
283110,Asamayama,17788,1934,1,36.406,138.523
211060,Etna,13517,1934,1,37.748,14.999
344040,Telica,10913,1934,1,12.606,-86.84
273010,Bulusan,16763,1933,12,12.769,124.056
282050,Kuchinoerabujima,16971,1933,12,30.443,130.217
332020,Mauna Loa,10219,1933,12,19.475,-155.608
285040,Shikotsu,17613,1933,12,42.688,141.38
343030,Izalco,10817,1933,11,13.813,-89.633
373010,Grimsvotn,12827,1933,11,64.416,-17.316
263340,Raung,13685,1933,11,-8.119,114.056
290390,Alaid,18884,1933,11,50.861,155.565
268060,Gamalama,16664,1933,11,0.8,127.33
311120,Great Sitkin,19733,1933,11,52.076,-176.13
284010,Izu-Oshima,18215,1933,10,34.724,139.394
355100,Lascar,11855,1933,10,-23.37,-67.73
263250,Merapi,15904,1933,10,-7.54,110.446
300130,Karymsky,19168,1933,9,54.049,159.443
268010,Dukono,16577,1933,8,1.693,127.894
261270,Suoh,15579,1933,7,-5.25,104.27
252080,Witori,15026,1933,7,-5.576,150.516
275001,Hainan Volcanic Field,16895,1933,6,19.905,110.229
233020,"Fournaise, Piton de la",14331,1933,6,-21.244,55.708
263180,Slamet,15748,1933,5,-7.242,109.208
241040,White Island,14387,1933,4,-37.52,177.18
243050,Fonuafo'ou,14741,1933,4,-20.32,-175.42
345060,Irazu,11225,1933,3,9.979,-83.852
358060,Lautaro,12316,1933,2,-49.02,-73.55
341090,Popocatepetl,10547,1933,1,19.023,-98.622
283110,Asamayama,17787,1933,1,36.406,138.523
290300,Kharimkotan,17621,1933,1,49.12,154.508
357120,Villarrica,12151,1933,1,-39.42,-71.93
357100,Lonquimay,12014,1933,1,-38.379,-71.586
357110,Llaima,12052,1932,12,-38.692,-71.729
243010,Unnamed,14725,1932,12,-21.338,-175.65
272020,Kanlaon,16731,1932,12,10.412,123.132
262000,Krakatau,15592,1932,11,-6.102,105.423
268060,Gamalama,16663,1932,11,0.8,127.33
263250,Merapi,15903,1932,11,-7.54,110.446
233020,"Fournaise, Piton de la",14330,1932,11,-21.244,55.708
351080,Galeras,11365,1932,10,1.22,-77.37
283120,Kusatsu-Shiranesan,17832,1932,10,36.618,138.528
284140,Farallon de Pajaros,18485,1932,9,20.546,144.893
283230,Akita-Komagatake,18052,1932,7,39.761,140.799
263180,Slamet,15747,1932,7,-7.242,109.208
357050,Descabezado Grande,11948,1932,6,-35.58,-70.75
211040,Stromboli,13431,1932,6,38.789,15.213
282110,Asosan,17304,1932,6,32.884,131.104
300130,Karymsky,19167,1932,6,54.049,159.443
264180,Lewotobi,16291,1932,5,-8.542,122.775
265060,Nila,16380,1932,3,-6.73,129.5
357110,Llaima,12051,1932,3,-38.692,-71.729
283070,Yakedake,17520,1932,2,36.227,137.587
311360,Shishaldin,20078,1932,2,54.756,-163.97
300260,Klyuchevskoy,19435,1932,1,56.056,160.642
342090,Fuego,10716,1932,1,14.473,-90.88
311240,Cleveland,19804,1932,1,52.825,-169.944
332010,Kilauea,10086,1931,12,19.421,-155.287
311300,Bogoslof,19861,1931,10,53.93,-168.03
285040,Shikotsu,17612,1931,10,42.688,141.38
262000,Krakatau,15591,1931,9,-6.102,105.423
290300,Kharimkotan,17620,1931,9,49.12,154.508
300260,Klyuchevskoy,14028,1931,8,56.056,160.642
211060,Etna,13516,1931,7,37.748,14.999
285050,Tokachidake,18650,1931,5,43.418,142.686
312090,Aniakchak,20192,1931,5,56.88,-158.17
311320,Akutan,20016,1931,5,54.134,-165.986
300070,Gorely,19020,1931,5,52.559,158.03
282050,Kuchinoerabujima,16969,1931,4,30.443,130.217
283110,Asamayama,17786,1931,3,36.406,138.523
343030,Izalco,10816,1931,3,13.813,-89.633
283070,Yakedake,17519,1931,3,36.227,137.587
300260,Klyuchevskoy,19203,1931,3,56.056,160.642
311290,Okmok,19841,1931,3,53.43,-168.13
300240,Tolbachik,19300,1931,3,55.832,160.326
343100,San Miguel,10853,1931,3,13.434,-88.269
241080,Tongariro,14579,1931,2,-39.157,175.632
233020,"Fournaise, Piton de la",14329,1931,1,-21.244,55.708
267040,Awu,16566,1930,12,3.689,125.447
263250,Merapi,15902,1930,11,-7.54,110.446
332010,Kilauea,10085,1930,11,19.421,-155.287
211060,Etna,13515,1930,11,37.748,14.999
267020,Karangetang,16510,1930,11,2.781,125.407
345060,Irazu,11224,1930,10,9.979,-83.852
282110,Asosan,17302,1930,9,32.884,131.104
300070,Gorely,19019,1930,9,52.559,158.03
266100,Lokon-Empung,13750,1930,8,1.358,124.792
357110,Llaima,12050,1930,7,-38.692,-71.729
312070,Veniaminof,20162,1930,6,56.17,-159.38
263310,Tengger Caldera,16054,1930,5,-7.942,112.95
233020,"Fournaise, Piton de la",14328,1930,5,-21.244,55.708
283110,Asamayama,17785,1930,4,36.406,138.523
261140,Marapi,15454,1930,4,-0.38,100.474
263180,Slamet,15746,1930,4,-7.242,109.208
343030,Izalco,10815,1930,4,13.813,-89.633
241040,White Island,14474,1930,3,-37.52,177.18
283070,Yakedake,17518,1930,3,36.227,137.587
290240,Sarychev Peak,18810,1930,2,48.092,153.2
267020,Karangetang,16509,1930,2,2.781,125.407
300270,Sheveluch,19577,1930,2,56.653,161.36
343100,San Miguel,10710,1930,1,13.434,-88.269
357120,Villarrica,12150,1929,12,-39.42,-71.93
233020,"Fournaise, Piton de la",14327,1929,12,-21.244,55.708
311260,Kagamil,19821,1929,12,52.974,-169.72
357110,Llaima,12049,1929,12,-38.692,-71.729
283110,Asamayama,17784,1929,9,36.406,138.523
360120,Pelee,12431,1929,9,14.809,-61.165
300070,Gorely,19018,1929,9,52.559,158.03
283260,Akita-Yakeyama,18083,1929,9,39.964,140.757
263310,Tengger Caldera,16053,1929,8,-7.942,112.95
211060,Etna,13514,1929,8,37.748,14.999
343100,San Miguel,10852,1929,8,13.434,-88.269
344120,Concepcion,11055,1929,8,11.538,-85.622
243110,Niuafo'ou,14792,1929,7,-15.6,-175.63
332010,Kilauea,10084,1929,7,19.421,-155.287
257040,Ambrym,15256,1929,6,-16.25,168.12
261140,Marapi,15453,1929,6,-0.38,100.474
285020,Hokkaido-Komagatake,18575,1929,6,42.063,140.677
263180,Slamet,15745,1929,6,-7.242,109.208
300260,Klyuchevskoy,19202,1929,6,56.056,160.642
311360,Shishaldin,20077,1929,5,54.756,-163.97
263090,Tangkubanparahu,15675,1929,5,-6.77,107.6
311320,Akutan,20015,1929,5,54.134,-165.986
263340,Raung,13684,1929,4,-8.119,114.056
283070,Yakedake,17517,1929,4,36.227,137.587
311070,Gareloi,19682,1929,4,51.79,-178.794
312030,Pavlof,20130,1929,3,55.417,-161.894
332010,Kilauea,10083,1929,2,19.421,-155.287
344070,"Negro, Cerro",10950,1929,2,12.506,-86.702
300060,Mutnovsky,18969,1929,2,52.449,158.196
283110,Asamayama,17783,1929,1,36.406,138.523
357150,Puyehue-Cordon Caulle,12213,1929,1,-40.59,-72.117
358020,Calbuco,12259,1929,1,-41.33,-72.618
344040,Telica,10912,1929,1,12.606,-86.84
373050,Kverkfjoll,12663,1929,1,64.653,-16.647
221122,Manda-Inakir,13945,1928,12,12.38,42.2
263310,Tengger Caldera,16052,1928,12,-7.942,112.95
284140,Farallon de Pajaros,18484,1928,12,20.546,144.893
285050,Tokachidake,18649,1928,12,43.418,142.686
357070,"Chillan, Nevados de",11984,1928,11,-36.868,-71.378
211060,Etna,13513,1928,11,37.748,14.999
263340,Raung,16130,1928,11,-8.119,114.056
282110,Asosan,17301,1928,9,32.884,131.104
285040,Shikotsu,17611,1928,9,42.688,141.38
241040,White Island,14473,1928,9,-37.52,177.18
284010,Izu-Oshima,18214,1928,8,34.724,139.394
264150,Paluweh,16266,1928,8,-8.32,121.708
311360,Shishaldin,20076,1928,8,54.756,-163.97
211060,Etna,13512,1928,7,37.748,14.999
241080,Tongariro,14578,1928,7,-39.157,175.632
273010,Bulusan,16762,1928,6,12.769,124.056
263200,Dieng Volcanic Complex,15777,1928,5,-7.2,109.879
285020,Hokkaido-Komagatake,18574,1928,3,42.063,140.677
263180,Slamet,15744,1928,3,-7.242,109.208
263310,Tengger Caldera,16051,1928,3,-7.942,112.95
241080,Tongariro,14577,1928,3,-39.157,175.632
290240,Sarychev Peak,18809,1928,2,48.092,153.2
345060,Irazu,11223,1928,2,9.979,-83.852
300270,Sheveluch,19576,1928,1,56.653,161.36
300060,Mutnovsky,18968,1928,1,52.449,158.196
344120,Concepcion,11054,1928,1,11.538,-85.622
212040,Santorini,13889,1928,1,36.404,25.396
285040,Shikotsu,17610,1928,1,42.688,141.38
285050,Tokachidake,18648,1928,1,43.418,142.686
273030,Mayon,16797,1928,1,13.257,123.685
283120,Kusatsu-Shiranesan,17831,1927,12,36.618,138.528
262000,Krakatau,15590,1927,12,-6.102,105.423
283070,Yakedake,17516,1927,12,36.227,137.587
353010,Fernandina,11661,1927,12,-0.37,-91.55
300230,Kizimen,19263,1927,12,55.131,160.32
357110,Llaima,12048,1927,10,-38.692,-71.729
243050,Fonuafo'ou,14740,1927,10,-20.32,-175.42
263340,Raung,16129,1927,8,-8.119,114.056
344040,Telica,10910,1927,8,12.606,-86.84
332010,Kilauea,10081,1927,7,19.421,-155.287
252120,Ulawun,15043,1927,7,-5.05,151.33
357070,"Chillan, Nevados de",11983,1927,4,-36.868,-71.378
272020,Kanlaon,16730,1927,3,10.412,123.132
223030,Nyiragongo,14100,1927,3,-1.52,29.25
283110,Asamayama,17782,1927,3,36.406,138.523
263180,Slamet,15743,1927,2,-7.242,109.208
261140,Marapi,15452,1927,2,-0.38,100.474
283070,Yakedake,17515,1927,1,36.227,137.587
300060,Mutnovsky,18967,1927,1,52.449,158.196
311310,Makushin,19984,1926,12,53.891,-166.923
300090,Koryaksky,19043,1926,12,53.321,158.712
241080,Tongariro,14575,1926,12,-39.157,175.632
351100,Cumbal,11387,1926,12,0.95,-77.87
263180,Slamet,15742,1926,11,-7.242,109.208
241050,Okataina,14522,1926,11,-38.12,176.5
285040,Shikotsu,17609,1926,10,42.688,141.38
267020,Karangetang,16508,1926,10,2.781,125.407
282110,Asosan,17300,1926,9,32.884,131.104
233020,"Fournaise, Piton de la",14326,1926,9,-21.244,55.708
264010,Batur,16193,1926,8,-8.242,115.375
342080,Acatenango,10654,1926,8,14.501,-90.876
351060,Purace,11332,1926,8,2.32,-76.4
373060,Askja,12917,1926,7,65.033,-16.783
311300,Bogoslof,19860,1926,7,53.93,-168.03
371020,Reykjanes,12509,1926,6,63.85,-22.566
268040,Gamkonora,16588,1926,6,1.38,127.53
261230,Dempo,15564,1926,4,-4.016,103.121
241080,Tongariro,14574,1926,4,-39.157,175.632
332020,Mauna Loa,10218,1926,4,19.475,-155.608
300100,Avachinsky,19099,1926,3,53.256,158.836
300260,Klyuchevskoy,19201,1926,3,56.056,160.642
263090,Tangkubanparahu,15674,1926,3,-6.77,107.6
251020,Manam,14913,1926,3,-4.08,145.037
241040,White Island,14472,1926,2,-37.52,177.18
352010,Reventador,11436,1926,1,-0.077,-77.656
211060,Etna,13511,1926,1,37.748,14.999
233020,"Fournaise, Piton de la",14325,1925,12,-21.244,55.708
343030,Izalco,10813,1925,12,13.813,-89.633
285050,Tokachidake,18647,1925,11,43.418,142.686
241080,Tongariro,14411,1925,11,-39.157,175.632
351060,Purace,11331,1925,10,2.32,-76.4
212040,Santorini,13888,1925,8,36.404,25.396
300130,Karymsky,19165,1925,7,54.049,159.443
282030,Suwanosejima,16930,1925,5,29.638,129.714
353020,Wolf,11683,1925,4,0.02,-91.35
300260,Klyuchevskoy,14011,1925,4,56.056,160.642
261140,Marapi,15451,1925,4,-0.38,100.474
344100,Masaya,11026,1925,4,11.984,-86.161
284170,Pagan,18512,1925,2,18.13,145.8
283120,Kusatsu-Shiranesan,17830,1925,1,36.618,138.528
241100,Ruapehu,14617,1925,1,-39.28,175.57
282110,Asosan,17299,1925,1,32.884,131.104
264010,Batur,16192,1925,1,-8.242,115.375
342080,Acatenango,10653,1924,12,14.501,-90.876
283070,Yakedake,17514,1924,11,36.227,137.587
264100,Ebulobo,16160,1924,11,-8.82,121.18
282010,Submarine Volcano NNE of Iriomotejima,16910,1924,10,24.57,123.93
241080,Tongariro,14573,1924,10,-39.157,175.632
351080,Galeras,11363,1924,10,1.22,-77.37
263250,Merapi,15901,1924,9,-7.54,110.446
283110,Asamayama,17781,1924,9,36.406,138.523
233020,"Fournaise, Piton de la",14324,1924,9,-21.244,55.708
285020,Hokkaido-Komagatake,18573,1924,7,42.063,140.677
332010,Kilauea,10080,1924,7,19.421,-155.287
241080,Tongariro,14572,1924,5,-39.157,175.632
233020,"Fournaise, Piton de la",14323,1924,5,-21.244,55.708
332010,Kilauea,10079,1924,5,19.421,-155.287
267020,Karangetang,16507,1924,5,2.781,125.407
261150,Tandikat-Singgalang,15483,1924,4,-0.39,100.331
290120,Kolokol Group,18769,1924,3,46.042,150.083
264010,Batur,16191,1924,3,-8.242,115.375
345060,Irazu,11222,1924,3,9.979,-83.852
343030,Izalco,10812,1924,3,13.813,-89.633
290240,Sarychev Peak,18803,1924,2,48.092,153.2
290250,Raikoke,18823,1924,2,48.292,153.25
263340,Raung,16127,1924,2,-8.119,114.056
312030,Pavlof,20129,1924,1,55.417,-161.894
241080,Tongariro,14571,1924,1,-39.157,175.632
351080,Galeras,11362,1923,12,1.22,-77.37
341090,Popocatepetl,10545,1923,11,19.023,-98.622
266030,Soputan,13593,1923,11,1.112,124.737
344070,"Negro, Cerro",10949,1923,10,12.506,-86.702
211060,Etna,13783,1923,10,37.748,14.999
261170,Kerinci,15507,1923,9,-1.697,101.264
332010,Kilauea,10078,1923,8,19.421,-155.287
300260,Klyuchevskoy,14010,1923,8,56.056,160.642
243030,Unnamed,14728,1923,7,-20.852,-175.55
282090,Kirishimayama,17156,1923,7,31.934,130.862
283070,Yakedake,17513,1923,6,36.227,137.587
211060,Etna,13781,1923,6,37.748,14.999
263180,Slamet,15741,1923,6,-7.242,109.208
263040,Perbakti-Gagak,15636,1923,6,-6.75,106.7
261230,Dempo,15563,1923,5,-4.016,103.121
268060,Gamalama,16662,1923,4,0.8,127.33
263100,Papandayan,15686,1923,3,-7.32,107.73
275060,"Cendres, Ile des",16896,1923,3,10.158,109.014
285020,Hokkaido-Komagatake,18572,1923,2,42.063,140.677
300040,Zheltovsky,18919,1923,2,51.577,157.328
300130,Karymsky,19164,1923,2,54.049,159.443
300200,Kronotsky,19248,1923,2,54.753,160.533
285040,Shikotsu,17608,1923,2,42.688,141.38
284170,Pagan,18511,1923,2,18.13,145.8
290240,Sarychev Peak,18807,1923,1,48.092,153.2
373060,Askja,12915,1923,1,65.033,-16.783
282110,Asosan,17298,1923,1,32.884,131.104
312030,Pavlof,20128,1922,12,55.417,-161.894
284010,Izu-Oshima,18213,1922,12,34.724,139.394
300200,Kronotsky,19247,1922,11,54.753,160.533
373060,Askja,12914,1922,11,65.033,-16.783
357120,Villarrica,12148,1922,10,-39.42,-71.93
357110,Llaima,12047,1922,10,-38.692,-71.729
311360,Shishaldin,20073,1922,10,54.756,-163.97
345033,Arenal,11133,1922,10,10.463,-84.703
373010,Grimsvotn,12826,1922,9,64.416,-17.316
264010,Batur,16189,1922,8,-8.242,115.375
284120,Ioto,18404,1922,7,24.751,141.289
257050,Lopevi,15294,1922,6,-16.507,168.346
342030,Santa Maria,10626,1922,6,14.757,-91.552
267040,Awu,16565,1922,6,3.689,125.447
332010,Kilauea,10077,1922,5,19.421,-155.287
285020,Hokkaido-Komagatake,18571,1922,5,42.063,140.677
267020,Karangetang,16506,1922,5,2.781,125.407
300260,Klyuchevskoy,14009,1922,5,56.056,160.642
345020,Rincon de la Vieja,11095,1922,4,10.83,-85.324
283070,Yakedake,17512,1922,3,36.227,137.587
263250,Merapi,15899,1922,2,-7.54,110.446
263310,Tengger Caldera,16050,1922,2,-7.942,112.95
224010,Cameroon,14128,1922,2,4.203,9.17
222030,"Barrier, The",13973,1921,12,2.32,36.57
357150,Puyehue-Cordon Caulle,12212,1921,12,-40.59,-72.117
282030,Suwanosejima,16929,1921,12,29.638,129.714
344120,Concepcion,11053,1921,12,11.538,-85.622
233020,"Fournaise, Piton de la",14322,1921,11,-21.244,55.708
241100,Ruapehu,14591,1921,10,-39.28,175.57
265070,Serua,16394,1921,9,-6.312,130.017
300130,Karymsky,19163,1921,9,54.049,159.443
285040,Shikotsu,17607,1921,7,42.688,141.38
263310,Tengger Caldera,16049,1921,6,-7.942,112.95
261180,Sumbing,15535,1921,5,-2.414,101.728
261170,Kerinci,15506,1921,5,-1.697,101.264
261230,Dempo,15562,1921,4,-4.016,103.121
332010,Kilauea,10076,1921,3,19.421,-155.287
267020,Karangetang,16505,1921,3,2.781,125.407
373060,Askja,12913,1921,3,65.033,-16.783
263340,Raung,16126,1921,2,-8.119,114.056
267040,Awu,16564,1921,2,3.689,125.447
222120,"Lengai, Ol Doinyo",14013,1921,2,-2.764,35.914
264010,Batur,16188,1921,1,-8.242,115.375
264180,Lewotobi,16290,1921,1,-8.542,122.775
357120,Villarrica,12146,1920,12,-39.42,-71.93
283110,Asamayama,17780,1920,12,36.406,138.523
263280,Kelut,15954,1920,12,-7.93,112.308
251020,Manam,14908,1920,12,-4.08,145.037
343030,Izalco,10811,1920,10,13.813,-89.633
343100,San Miguel,10851,1920,8,13.434,-88.269
263250,Merapi,15898,1920,7,-7.54,110.446
285040,Shikotsu,17606,1920,7,42.688,141.38
233020,"Fournaise, Piton de la",14321,1920,6,-21.244,55.708
257060,Epi,15324,1920,1,-16.68,168.37
332010,Kilauea,20717,1919,12,19.421,-155.287
343100,San Miguel,10850,1919,12,13.434,-88.269
261050,"Telong, Bur ni",15399,1919,12,4.769,96.821
283070,Yakedake,17509,1919,11,36.227,137.587
265070,Serua,16393,1919,11,-6.312,130.017
332020,Mauna Loa,10217,1919,9,19.475,-155.608
251020,Manam,14907,1919,8,-4.08,145.037
283240,Iwatesan,18068,1919,7,39.853,141.001
344070,"Negro, Cerro",10948,1919,6,12.506,-86.702
285020,Hokkaido-Komagatake,18570,1919,6,42.063,140.677
252120,Ulawun,15042,1919,5,-5.05,151.33
263280,Kelut,15953,1919,5,-7.93,112.308
284010,Izu-Oshima,18211,1919,5,34.724,139.394
285040,Shikotsu,17605,1919,5,42.688,141.38
274030,Babuyan Claro,16886,1919,5,19.523,121.94
282110,Asosan,17179,1919,4,32.884,131.104
211060,Etna,13780,1919,3,37.748,14.999
283110,Asamayama,17779,1919,3,36.406,138.523
261140,Marapi,15450,1919,2,-0.38,100.474
341090,Popocatepetl,10544,1919,2,19.023,-98.622
332010,Kilauea,20716,1919,2,19.421,-155.287
211060,Etna,13779,1918,11,37.748,14.999
372030,Katla,12677,1918,10,63.633,-19.083
273010,Bulusan,16761,1918,10,12.769,124.056
251010,Bam,14879,1918,9,-3.613,144.818
261140,Marapi,15449,1918,8,-0.38,100.474
233010,Karthala,14196,1918,8,-11.75,43.38
268060,Gamalama,16661,1918,8,0.8,127.33
252120,Ulawun,15041,1918,7,-5.05,151.33
267030,Banua Wuhu,16550,1918,7,3.138,125.491
263140,Galunggung,15720,1918,7,-7.25,108.058
241100,Ruapehu,14590,1918,6,-39.28,175.57
285040,Shikotsu,17604,1918,6,42.688,141.38
274030,Babuyan Claro,16885,1918,5,19.523,121.94
261140,Marapi,15448,1918,3,-0.38,100.474
211060,Etna,13778,1918,3,37.748,14.999
332010,Kilauea,20715,1918,2,19.421,-155.287
282110,Asosan,13834,1918,1,32.884,131.104
263250,Merapi,15897,1918,1,-7.54,110.446
344100,Masaya,11024,1918,1,11.984,-86.161
344120,Concepcion,11052,1918,1,11.538,-85.622
266030,Soputan,13592,1917,11,1.112,124.737
268040,Gamkonora,16587,1917,10,1.38,127.53
241080,Tongariro,14570,1917,10,-39.157,175.632
312030,Pavlof,20127,1917,10,55.417,-161.894
345060,Irazu,11221,1917,9,9.979,-83.852
300060,Mutnovsky,18966,1917,7,52.449,158.196
211060,Etna,13777,1917,6,37.748,14.999
261140,Marapi,15447,1917,6,-0.38,100.474
343050,San Salvador,10829,1917,6,13.734,-89.294
261120,Sorikmarapi,15412,1917,5,0.686,99.539
353010,Fernandina,22135,1917,5,-0.37,-91.55
283110,Asamayama,17777,1917,5,36.406,138.523
285040,Shikotsu,18624,1917,4,42.688,141.38
233020,"Fournaise, Piton de la",14320,1917,4,-21.244,55.708
284160,Agrigan,18502,1917,4,18.77,145.67
358020,Calbuco,12258,1917,4,-41.33,-72.618
241050,Okataina,14519,1917,3,-38.12,176.5
263350,Ijen,16170,1917,2,-8.058,114.242
263340,Raung,16125,1917,2,-8.119,114.056
357110,Llaima,12046,1917,2,-38.692,-71.729
222120,"Lengai, Ol Doinyo",14012,1916,12,-2.764,35.914
300060,Mutnovsky,18965,1916,12,52.449,158.196
263340,Raung,16124,1916,11,-8.119,114.056
300060,Mutnovsky,18964,1916,7,52.449,158.196
284080,Sumisujima,18335,1916,6,31.44,140.051
332020,Mauna Loa,10216,1916,5,19.475,-155.608
283110,Asamayama,17776,1916,5,36.406,138.523
261140,Marapi,15446,1916,5,-0.38,100.474
282110,Asosan,13833,1916,4,32.884,131.104
283070,Yakedake,17506,1916,3,36.227,137.587
352080,Tungurahua,11640,1916,3,-1.467,-78.442
273010,Bulusan,16760,1916,1,12.769,124.056
261140,Marapi,15405,1915,12,-0.38,100.474
241050,Okataina,14518,1915,11,-38.12,176.5
264030,Rinjani,16217,1915,11,-8.42,116.47
263310,Tengger Caldera,16048,1915,11,-7.942,112.95
257040,Ambrym,15255,1915,10,-16.25,168.12
284010,Izu-Oshima,18210,1915,10,34.724,139.394
390020,Erebus,13160,1915,8,-77.53,167.17
233020,"Fournaise, Piton de la",14319,1915,7,-21.244,55.708
283070,Yakedake,17505,1915,6,36.227,137.587
283110,Asamayama,17775,1915,5,36.406,138.523
263340,Raung,16123,1915,5,-8.119,114.056
266030,Soputan,13591,1915,4,1.112,124.737
252120,Ulawun,15040,1915,4,-5.05,151.33
263250,Merapi,15896,1915,3,-7.54,110.446
390020,Erebus,13159,1915,3,-77.53,167.17
241050,Okataina,14517,1915,2,-38.12,176.5
283070,Yakedake,17504,1915,2,36.227,137.587
284070,Myojinsho,18313,1915,2,31.888,139.918
300260,Klyuchevskoy,19359,1915,1,56.056,160.642
332020,Mauna Loa,10215,1914,11,19.475,-155.608
283110,Asamayama,17774,1914,11,36.406,138.523
282090,Kirishimayama,17155,1914,11,31.934,130.862
344070,"Negro, Cerro",10947,1914,10,12.506,-86.702
345040,Poas,11157,1914,10,10.2,-84.233
